ID,y
1,10.25132159878323
2,28.353805897062585
3,8.003656561075097
4,8.398397586627986
5,54.91140163055209
8,20.558639434564142
10,36.235036461642686
11,37.838788931218716
12,52.97388573020921
14,25.69439485599928
15,51.421602281150314
16,25.46592478224294
17,17.013821937095603
19,43.06157314589148
20,25.20903576724083
21,17.75964087198825
22,54.49520803343314
23,17.750652342009296
26,30.896619704291506
28,15.88637272263018
29,17.750652342009296
33,17.750652342009296
35,27.398776488987522
41,18.23902237923413
42,19.10007543657531
43,56.85777089471799
45,29.562046517577084
46,15.843839501960517
51,41.11573328189052
53,4.41416945136006
55,56.01728199838112
56,24.296023753235076
57,38.88049649898898
58,32.903612563035146
59,26.853193604877536
63,35.08095672465887
64,35.98587208458943
65,26.663888248536228
69,34.29660921407419
71,41.360117704252794
72,28.72413475054775
73,39.94798858565615
76,29.367727564886394
77,33.26230009319455
78,54.47756091202199
82,38.46693098184925
83,26.663888248536228
84,38.985275859073795
85,28.612396490872186
87,38.67009158358608
88,18.23902237923413
89,47.40906285814679
91,35.98095870264788
93,29.58953540028124
94,30.78040199432912
95,32.04240678168224
96,52.5866758091611
97,26.244221317650464
98,43.8188584936417
99,28.844614064960467
101,32.64509372687937
103,47.40906285814679
104,20.78797592803433
105,38.03105871324471
110,28.788509363376555
111,37.87048043560077
113,54.227310748715986
114,35.552158350284145
115,41.30801069147236
117,47.40906285814679
120,20.912305388753932
121,54.39686006169493
122,27.491546038748528
123,45.235741141774554
126,32.8741742074526
132,45.168171866893864
135,40.59781929492148
137,33.87823412725674
138,36.231137040437204
140,23.190373587279904
142,32.685007976745545
144,49.7311246382752
148,23.55976232250967
149,55.281588080212614
155,23.52118239372816
156,46.15512250801382
157,26.244221317650464
162,52.713070237446004
163,33.37562432894823
167,25.30806183064373
172,56.85777089471799
179,48.57196792800532
180,21.563936904477714
181,30.338052875519033
182,28.973636224408885
183,47.40906285814679
185,47.40906285814679
187,40.67201634834227
188,37.973600189898114
189,42.72508283054429
191,26.630574526054392
192,43.16338533581764
193,38.94073311290903
194,30.902258800583578
195,23.465476632208546
196,40.41074691886813
198,30.983704120706445
199,45.571328271922674
201,25.296548365481367
204,37.65334324249748
205,31.220900775525138
206,37.97225474785398
210,43.813535104013305
211,32.64509372687937
216,46.218474068406884
219,53.75245288924402
220,26.6977698142649
221,27.729661306547175
226,30.338052875519033
227,34.31698023028408
228,44.423275922628996
230,42.24495953919235
231,26.244221317650464
235,55.720408475571666
236,35.17921018102702
238,42.46933614837036
242,37.52548043269134
243,33.29619101620712
244,-0.7317963099997559
245,37.86330466555402
247,49.03353891322078
248,21.54575395577106
249,24.280156000808613
250,51.60775257094528
251,35.17921018102702
253,55.720408475571666
254,17.430224352296758
256,35.146846883621606
257,20.12231669249999
258,36.42502688411413
259,30.42181996674179
262,9.931216750673924
266,36.04277077454689
267,52.1364950564476
272,33.37033869694024
273,47.40906285814679
275,22.32855742121589
276,40.30250340422102
279,29.365662890754447
280,26.663888248536228
283,23.382857750848615
285,42.23183902813936
288,47.40906285814679
289,45.828209744699585
290,28.748241498468175
291,39.67950795206879
292,32.34816081986792
293,34.19451725299611
296,20.30133282264005
297,43.20941008017858
298,54.520168296967746
299,38.48776331067002
304,31.861556399015587
305,15.99547606281368
306,37.678350987672545
307,30.85221599629093
311,29.344147460300864
313,30.38066026046478
314,14.12540028783397
316,17.505175521039906
324,29.791409281065445
327,43.22607898758842
329,31.068129725709742
330,31.394646865230495
337,49.78512448701536
338,31.36728853415689
339,28.939215057447274
340,35.45899848124338
343,26.052863475067916
345,52.66763505210961
346,21.9156328753123
347,50.69907953449581
349,43.40200519447048
350,35.682378175488296
352,40.70150458031626
353,29.959082652018004
354,0.7546354492070397
357,37.73584485066662
358,43.48571837753884
362,42.05651226872751
364,29.708236309563894
365,30.183234564644774
366,32.45517302064247
367,35.275413951823396
368,34.64917027171155
370,16.065977176084036
373,30.210699368606793
377,15.403764100678437
378,36.48847871284057
382,29.38855989370716
384,44.444108251449755
390,26.75575670839628
392,60.50264799491788
393,36.3881890488784
395,37.59639486168938
396,38.217561707273035
399,15.05435425769694
406,30.38066026046478
408,30.38066026046478
409,18.914993022393816
410,13.184995844674724
412,56.56249821928014
413,23.07889217383631
419,33.21211199890367
420,50.852172557619014
421,24.008985135939163
430,39.559917080708324
434,39.56854763291799
436,46.48325154829303
437,24.470325778193285
438,26.17937114043802
439,40.72646839627806
440,26.835092238782902
443,39.44540002956133
446,38.91367439400268
448,31.845877557911678
452,31.71226960344392
453,45.45959261872089
457,27.493500756634425
458,40.73962636970162
459,42.09580146987688
460,33.115058526037735
462,44.34180300711822
464,28.779649945779557
465,53.773285218064785
467,49.39097948027007
471,30.380908901995888
472,14.269173438200303
473,16.146357344620395
475,38.01202477374488
480,22.741538347419617
488,41.229138543788075
490,30.85221599629093
491,30.760173349891783
492,9.799004687962626
493,40.89529241401053
497,27.129618036462293
498,49.3190850754906
499,30.324676078638703
500,19.5866220379279
501,41.23295716165275
502,49.073113779523624
506,5.761648596452219
510,33.04254903202823
511,21.451439150779596
512,30.59657398988359
516,28.091970606312728
518,4.717200622175566
519,46.00382049613708
521,26.73136580656133
522,43.70870208586554
526,54.80110338962453
529,32.4414011734229
532,54.14846333417172
533,25.608199607434308
536,38.62410509400866
537,21.255901912686042
539,40.65327018879063
540,29.214232922713318
541,44.73848992915483
543,43.23924595131619
546,55.71091735876934
547,33.76996192366414
548,11.122714936444625
551,39.03067627755463
552,36.391269671165006
556,29.732553364026714
557,40.251381935179985
558,35.275413951823396
559,35.09296262179874
560,28.942645414145318
562,31.62913106267574
566,28.274077801362388
570,49.3190850754906
571,24.470325778193285
572,26.684720577356995
573,37.62880961651403
575,53.773285218064785
576,53.57874521604323
577,31.396508329908205
579,17.271980004806007
580,47.668294800731005
581,45.68233498766576
589,30.85221599629093
591,31.012402126789354
593,26.494042765149196
594,35.2969960544239
595,45.01342052526807
598,35.57898314456782
602,51.51862409715165
604,43.0612912957708
606,43.50031895709589
608,34.94953816557536
609,32.66592605570013
610,39.55935970892996
616,53.690632255609366
617,30.891278089069935
618,25.249450651236668
620,40.75161500502104
622,37.32640755101045
623,22.872937301036323
624,33.14037128143085
626,51.75444952858177
628,51.11247107917377
629,35.98258353165142
630,42.26579186801311
637,37.695283168070894
