Id,SalePrice
1461,174207.3430714464
1462,191698.56166011945
1463,186967.213103803
1464,183044.6179294336
1465,154440.1603764512
1466,180522.60030222917
1467,175163.62932564667
1468,178581.5086960136
1469,166156.9249402081
1470,165139.88514059433
1471,162577.28206336207
1472,149014.48942239338
1473,162452.07756455522
1474,167512.31230135704
1475,155357.92774571362
1476,182439.59508762648
1477,188906.05568593682
1478,186155.92155095784
1479,186273.1798528781
1480,191765.145978868
1481,190453.63667018397
1482,162581.43313534604
1483,193811.38964723144
1484,150804.25303145323
1485,189747.4393501234
1486,177651.40376952558
1487,203824.98746977677
1488,167607.48251818586
1489,166784.31604302127
1490,170539.21024975192
1491,184396.59702941903
1492,167964.67442083685
1493,191438.39316373784
1494,201585.04396505386
1495,197531.4713479058
1496,156663.55742260127
1497,151433.77749962162
1498,154678.07627055317
1499,150757.78794962878
1500,154607.3987091839
1501,155487.11879931658
1502,155606.10566104925
1503,161970.3482027509
1504,175234.1912282894
1505,176487.18704473984
1506,194880.26266709866
1507,192989.7872146914
1508,198353.07378044585
1509,194436.3093794115
1510,179715.51765073137
1511,180320.82963935472
1512,179876.93418103096
1513,183016.4278659944
1514,219713.86681931198
1515,178682.50968617736
1516,191523.31033023493
1517,167303.04013469839
1518,187897.09568373987
1519,174318.26807756582
1520,177871.27596269548
1521,183268.64119458757
1522,183153.5740873858
1523,174691.5438038836
1524,171568.24063041166
1525,184894.8549079924
1526,175605.72942389292
1527,164126.99641296454
1528,177899.52385549794
1529,178317.13129828474
1530,169167.16974220553
1531,166180.91507320188
1532,158523.7672755774
1533,174624.72816768207
1534,170418.09899356577
1535,186823.7824450723
1536,175686.21534249152
1537,170240.5318393343
1538,179715.51765073137
1539,178504.89367348456
1540,193316.48220045818
1541,172064.53863171954
1542,170825.56007384567
1543,177352.72535910818
1544,158279.68260286248
1545,160297.38923160709
1546,171168.5702007322
1547,171894.94458708027
1548,171168.5702007322
1549,162064.84240902425
1550,183807.20434727438
1551,159256.31044053822
1552,191397.64319652203
1553,187657.1531121072
1554,163969.4507787344
1555,192424.99387583078
1556,177948.18013204087
1557,177754.422466318
1558,171170.58790736098
1559,184228.905032682
1560,162960.6463228236
1561,195519.87566841068
1562,178650.05289202766
1563,165277.03136198572
1564,176608.1916131014
1565,193869.50730482407
1566,176515.99528937123
1567,169439.5023077227
1568,208249.58678916085
1569,212595.66903811356
1570,186073.19557917933
1571,181777.49816658185
1572,182130.59682661225
1573,167466.75454754126
1574,185510.2554297595
1575,162775.2974888935
1576,186569.60923921375
1577,161758.26666018157
1578,187784.38428844465
1579,174447.3923309038
1580,179184.86080737156
1581,193661.79020988801
1582,178004.38677082933
1583,182590.69176732935
1584,191415.91821490717
1585,144985.29380197823
1586,165900.56053963106
1587,174336.48526658793
1588,183177.7865669307
1589,174550.35319833294
1590,175633.58148205443
1591,174562.2370915542
1592,159266.28331495542
1593,162827.6511734163
1594,208769.76823563757
1595,181480.95312151976
1596,197438.5990136204
1597,214847.3229479678
1598,202549.78790950833
1599,143919.94470200106
1600,154791.12567112618
1601,152489.14475427975
1602,166632.98804586544
1603,180490.20133744285
1604,157163.83300780342
1605,183924.39584892953
1606,181039.07536982466
1607,209117.0361223329
1608,185631.3756568475
1609,164121.11678116804
1610,180123.09438973782
1611,181628.4680519693
1612,179469.41527138778
1613,186872.20740416215
1614,154304.74271487223
1615,162040.46541229135
1616,166745.5837824341
1617,166725.40671614662
1618,176941.05537748092
1619,174193.33478377166
1620,185469.8524387232
1621,180197.80736436462
1622,205929.0018195531
1623,177738.28081328806
1624,185213.82604342385
1625,181770.03147975402
1626,195280.26603145245
1627,184366.7132231238
1628,201058.86215745064
1629,179494.0095440686
1630,159373.71024723945
1631,166564.767813624
1632,170408.38328265608
1633,175416.4557648286
1634,182810.88792427187
1635,181590.34890197113
1636,183589.66485360404
1637,187839.1863311933
1638,200151.06766260532
1639,187161.17907457182
1640,202261.41530818248
1641,183634.40137561597
1642,176669.22026382608
1643,173828.46281864343
1644,184768.06335415412
1645,181457.23809383716
1646,180438.4119050476
1647,187407.33928327868
1648,162339.9214504857
1649,180999.16085974895
1650,180595.5038752735
1651,181987.83710783382
1652,155063.84002977936
1653,155063.84002977936
1654,171051.75152131123
1655,157557.66759354447
1656,166001.6631470163
1657,168598.33591948415
1658,164748.72515992902
1659,159768.95839992212
1660,185438.11544298718
1661,203466.1018242695
1662,188747.15431412845
1663,186180.74714109174
1664,174169.73541481572
1665,187189.48479673755
1666,194017.5775164992
1667,233872.66054353712
1668,183462.83848280937
1669,167194.5814286085
1670,185962.95048391377
1671,188529.2998275872
1672,194646.9284965779
1673,201458.48372866865
1674,183315.4880695478
1675,166887.5430448599
1676,144721.58734420175
1677,169904.18794292293
1678,175192.7705049524
1679,194622.71601703297
1680,164018.53770687478
1681,160883.07943516877
1682,200231.8247862166
1683,163828.52630759322
1684,184594.7719015351
1685,181822.3851642767
1686,159377.63897267217
1687,184146.72537122725
1688,182504.25434606592
1689,184257.7570651716
1690,180634.0137893093
1691,177754.80425945402
1692,201993.11815592274
1693,180902.4266002957
1694,179560.59386281716
1695,174332.88947582955
1696,205489.9194022637
1697,178380.23548500158
1698,204214.49749544414
1699,184235.62012161862
1700,187292.15651735058
1701,191269.11411196948
1702,188981.09262433636
1703,186987.59847513656
1704,179135.0312522418
1705,184834.70550226606
1706,177976.743017714
1707,183805.61729224294
1708,178695.05554844905
1709,186697.28003805038
1710,165523.68902255502
1711,185222.22083371156
1712,184071.9545672373
1713,180133.79603347043
1714,182738.36614436354
1715,175093.56487486628
1716,179358.93885866925
1717,177678.07357819844
1718,180244.48075123515
1719,177573.44198032003
1720,176590.81885212136
1721,187637.5313270454
1722,191487.14208660042
1723,187665.72139048448
1724,160043.8291363375
1725,195320.73582275386
1726,184503.68595642538
1727,159735.1200221395
1728,186057.377889922
1729,184558.3953528545
1730,190062.53451888205
1731,188633.93142546574
1732,179693.76250031427
1733,169992.8513758612
1734,180059.02522948047
1735,183398.0405532365
1736,182104.69060421118
1737,179454.05124613468
1738,187938.05395600188
1739,169639.4725399164
1740,151702.68776247033
1741,142895.56284518773
1742,159006.38095298316
1743,173997.60319927835
1744,180039.0705097441
1745,181497.87240232655
1746,187653.62412161392
1747,188234.7146597905
1748,206554.98832632636
1749,184481.66467159893
1750,183271.04069435212
1751,208907.56745517766
1752,164777.13756991946
1753,178065.6467390072
1754,192786.43846768735
1755,194554.22965038207
1756,167960.96297135204
1757,182788.750980719
1758,180329.39791773225
1759,191057.4284040411
1760,176278.01649530255
1761,185014.3970509508
1762,192798.48687809648
1763,201702.45274265704
1764,164967.03331047448
1765,167799.77775850543
1766,181312.07887529407
1767,181324.2918028913
1768,180220.38393041666
1769,189899.2069697784
1770,181188.88311221416
1771,186616.22479672113
1772,181483.4104506477
1773,189945.44073414977
1774,201530.7741911239
1775,173812.37899497664
1776,181895.12929073616
1777,170067.44869176147
1778,161928.30929822184
1779,172192.09377182962
1780,193284.6873753589
1781,184481.66467159893
1782,163994.15173924004
1783,199057.29718173598
1784,165543.92391820578
1785,190885.63419378153
1786,183549.59986784542
1787,191793.55331825512
1788,161286.50510219112
1789,172182.12089741242
1790,166443.75427436084
1791,221088.07550916995
1792,183010.87219797052
1793,184465.6965066588
1794,170402.33016276988
1795,181071.9717864734
1796,165983.84179263527
1797,186515.28163592052
1798,173525.80682433164
1799,168767.98779348668
1800,179970.1304790891
1801,199057.29718173598
1802,181382.4672898471
1803,186124.08683829894
1804,174167.2550732809
1805,175991.3864952944
1806,170777.5169078916
1807,195496.16064072808
1808,195425.76325527334
1809,178670.95872763055
1810,180603.5168724251
1811,195221.52122176578
1812,184275.9164248302
1813,170801.90287552634
1814,171746.00711878727
1815,155324.2308727121
1816,162448.93543780106
1817,181915.25749856222
1818,179494.0095440686
1819,168525.81413957593
1820,157049.32118182734
1821,177290.50041738967
1822,198161.3776092101
1823,173190.80072369496
1824,179742.01397131453
1825,171269.8951546686
1826,174651.51363508136
1827,158889.64311533235
1828,169760.82408445736
1829,170380.1932192169
1830,178876.59131567273
1831,182577.0652727905
1832,184602.38906404597
1833,191139.8163705418
1834,169064.71529754042
1835,209532.84313443908
1836,175523.04723997263
1837,149931.07454216748
1838,178235.19192518492
1839,162876.2844375522
1840,180486.89469350083
1841,172954.8447068584
1842,190583.21848782466
1843,183434.70624873345
1844,178715.17478537315
1845,207055.54408744315
1846,189590.78700239677
1847,211276.41286668717
1848,168550.24896567198
1849,187070.54679346632
1850,164569.54510461178
1851,182694.0344278944
1852,181406.62194002885
1853,153803.06253363017
1854,161266.550382455
1855,193091.44120300375
1856,186418.6630351938
1857,227967.1134171161
1858,213168.69265007367
1859,188859.92353878694
1860,164595.5439733324
1861,188837.72876587068
1862,228061.153959385
1863,220159.8148012209
1864,220234.46994648443
1865,161579.29490991042
1866,190784.80669170758
1867,181063.7853012319
1868,183025.11180309823
1869,162751.41794402315
1870,167372.08178257488
1871,182191.85679479002
1872,187326.68884749222
1873,196236.93914939184
1874,187364.8517853485
1875,200011.72127559362
1876,177633.79969109257
1877,181647.01817566564
1878,186358.18966569472
1879,196654.54659217887
1880,169546.76472281886
1881,189929.41473984637
1882,199586.05197719357
1883,186614.20709009236
1884,183961.26984947256
1885,182169.76870969846
1886,188335.59999122773
1887,182766.614037166
1888,176709.8635432173
1889,186162.4721227066
1890,185381.61965738237
1891,155239.55399456993
1892,171629.16259331163
1893,186287.6277630519
1894,223620.29732824455
1895,172850.03962089017
1896,182964.29145741975
1897,176540.02921022323
1898,170210.71483330417
1899,184977.90484354354
1900,175698.7612047632
1901,172860.3016421236
1902,180010.82261694164
1903,204571.46705154388
1904,173884.83397461986
1905,188176.2589969202
1906,199154.31161710364
1907,191439.12193305336
1908,152604.37130806618
1909,158526.05111661542
1910,154926.6359790248
1911,187433.80078690534
1912,199334.06099515175
1913,212026.6038979391
1914,169688.2933336473
1915,158144.93588123575
1916,178332.54436583037
1917,181691.3498921349
1918,167497.12176419375
1919,175692.6412846119
1920,170160.4945141367
1921,190942.4191262027
1922,185311.34690155578
1923,177264.67503675877
1924,192921.7893290012
1925,175888.59911595483
1926,174597.3735613831
1927,185236.51826820243
1928,185698.6309155483
1929,167188.23916190618
1930,168505.74376111303
1931,165864.68144281278
1932,184871.13988030993
1933,193232.40946200304
1934,177170.2824477069
1935,183733.53513483377
1936,180134.2356559696
1937,198936.89675306168
1938,197118.94308056275
1939,151791.95533509564
1940,162820.40176253626
1941,182178.23030025116
1942,194411.29644351394
1943,159463.16924975812
1944,215096.38010830176
1945,184948.53253061592
1946,223888.20390029775
1947,167687.1679804317
1948,258858.97953097394
1949,175608.74203424645
1950,185303.484380087
1951,202191.6310333165
1952,187484.85656321293
1953,194962.0146944347
1954,179313.14471679705
1955,181837.12222126685
1956,207275.74024438567
1957,168441.96374767192
1958,203208.39065701584
1959,192492.35075175297
1960,174646.12248424557
1961,176149.26506419887
1962,148281.15477198164
1963,151271.28033705475
1964,173267.57519280864
1965,177706.65440567536
1966,158976.61280541448
1967,181395.5336163881
1968,204527.85513348843
1969,177832.31256848644
1970,206539.3929836203
1971,199633.01451088034
1972,189262.16695632075
1973,192288.56238224974
1974,196951.42457191553
1975,158402.25139767944
1976,171906.25037050003
1977,202016.2151862441
1978,208809.4864290479
1979,176839.2539309645
1980,174850.0843418385
1981,166633.9829495902
1982,162614.7113451308
1983,157481.89699905738
1984,160096.38215500442
1985,160540.39327205473
1986,156690.78251249972
1987,153660.30281485175
1988,181669.5947417178
1989,179623.64022017072
1990,189990.45236147288
1991,171171.51601082075
1992,180047.3586122071
1993,175249.42573714198
1994,198190.41210069123
1995,177823.96156605694
1996,185519.2633306362
1997,196527.7640092423
1998,174864.1504588765
1999,196507.5869429548
2000,198402.21346734604
2001,195813.43803330348
2002,187636.06890164234
2003,183237.35279225244
2004,176068.73028713884
2005,184996.7351431545
2006,180894.7953962799
2007,183616.73946781957
2008,162590.61452431243
2009,183860.8241405345
2010,189235.99459951033
2011,188554.06758835784
2012,177012.95916002814
2013,176667.87349714944
2014,184421.57309523574
2015,197982.52151766547
2016,183077.83830985508
2017,177612.10237003874
2018,183106.1440320207
2019,179805.2338167578
2020,176661.82037726324
2021,168595.20276363182
2022,202823.23103747691
2023,197324.7002982332
2024,192905.9806106456
2025,196578.2066749609
2026,144800.6596958586
2027,155157.32547465386
2028,152590.91830161714
2029,164212.5704779086
2030,160921.79765425087
2031,148309.3936938824
2032,162721.47630836454
2033,158314.9785192759
2034,166536.852855496
2035,183659.1113070232
2036,175214.66208954726
2037,175214.66208954726
2038,152863.36652586085
2039,162760.15073958843
2040,211757.69381892157
2041,193743.66686685244
2042,174744.99907995586
2043,195454.40191211342
2044,201761.46368675295
2045,207945.8501625819
2046,196572.03789634816
2047,192117.05731880642
2048,179855.6764824764
2049,227397.8259303905
2050,199996.25953341764
2051,161882.45732698636
2052,180870.6985754614
2053,187609.66522737883
2054,163724.2765028507
2055,176415.77582728292
2056,185398.20093291148
2057,177480.89360980713
2058,206499.15450977196
2059,178764.21285505197
2060,169878.45520861167
2061,187529.1304503188
2062,180646.79096903396
2063,172057.63619701914
2064,179807.367182113
2065,177081.6100438669
2066,194780.53675657418
2067,197298.2966239698
2068,205163.55735117127
2069,160859.47109531087
2070,176040.30890624668
2071,162203.04136350367
2072,184042.47556648473
2073,182718.8600180283
2074,182523.25813376647
2075,188265.53554044734
2076,159418.89536265226
2077,177037.05598084652
2078,184736.27749995666
2079,182299.00355115964
2080,162917.36733944248
2081,186294.07164697582
2082,222234.51466743287
2083,172856.4835048141
2084,165834.9132952441
2085,176209.79626306123
2086,189723.99045685027
2087,181992.42780231696
2088,153293.19586714671
2089,162275.62097277516
2090,186439.2308655189
2091,185232.92247744405
2092,164132.0845593101
2093,164769.62202463008
2094,155787.02343091182
